"UPC","ISBN","EAN","FullTitle","PriceUSD","PriceCAD","PriceUK","NETPrice","NETPriced","SeriesName","SeriesNumber","SubTitle","CoverDescription","PrimaryFormatType","SecondaryFormatTypes","ProductCategory","TextNumber","VolumeTag","Description","InitialOrderDate","FOCDate","OnSaleDate","OriginalCatalogDate","PublisherName","ImprintName","Storyline","SeriesFrequency","MaxIssue","VariantNumber","VariantRatio","SeriesCode","SeriesType","ParentSeriesCode","SeriesFamily","PageCount","PrimaryContentType","IssueSort","BISAC1","BISAC1Description","BISAC2","BISAC2Description","BISAC3","BISAC3Description","Language","AgeRange","MediaRating","Adult","VariantMechanic","AlternateUPC","OrderRequirementCodes","OrderExceptionCodes","ExceedPercentage","EligibleCodes","PublisherCode","ContentItems","Reprint","Printing","WriterISNI","Writer","ArtistISNI","Artist","CoverArtistISNI","CoverArtist","ColoristISNI","Colorist","InkerISNI","Inker","EditorISNI","Editor","LettererISNI","Letterer","Contributor","CartonQuantity","UnitMeasurements","Unit Width","Unit Height","Unit Depth","Unit Weight","Case Weight","Case Length","Case Width","Case Height","StockCode","MonthCode","AlternateCode","OfferedAgain","Resolicited","FOCItem","DemandCheck","InitialOrderIncrement","ReOrderIncrement","BundleQuantity","BundleUPCs","SalesRestrictions","OrderFormNotes","CatalogPage","CatalogMonth","DiscountCode","ReorderDiscountCode","Returnable","ReturnWindow","ReturnType","ReturnQualifier","ReturnPercent","ImageUrl","ImageUpdateDate","SalesStatusCode","DistributorPublisherCode"
"","9781302965204","978130296520454999","Moon Knight Epic Collection: Scarlet Redemption","49.99","62.50","","","N","","1","","","TR","","Books","","","Moon Knight's longest running series continues into the kinetic 1990s era of Marvel!Someone from Moon Knight&rsquo;s past is painting the city red with the blood of innocents. New York is on the brink of disaster, and Moon Knight is the only one who can save it! After nearly dying, Moon Knight will face a deadly reunion with Stained Glass Scarlet! As her secret history is revealed, can there be any redemption for her after what she&rsquo;s done? Then Spider-Man&rsquo;s lethal foe Hobgoblin is more powerful than ever in his new demonic form &mdash; and the combined might of the wall-crawler and Moon Knight might not be enough to stop him! Plus: Frenchie faces off against Killer Shrike, and all Marc Spector can do is watch! And when Moon Knight and the Punisher cross paths, the result will be explosive! But when a villain enhanced by cybernetic strength and a thirst for revenge, comes seeking retribution, Spidey recruits Moon Knight among a ragtag group of heroes to meet this new threat head on. But what is the connection between this adversary and the Fist of Khonshu?!COLLECTING:&nbsp;Marc Spector: Moon Knight (1989) 26-38, Amazing Spider-Man (1963) 353-358","","2025-08-11","2025-10-21","2025-07-01","Marvel","Marvel Universe","","Once","","","","","One-Shot","","","456","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T","","","","","","","","","","","","0000000119186886;0000000031833444","J.M. DeMatteis;Howard Mackie","0000000072456614;","Ron Garney;J.J. Birch","0000000355027529","Bill Sienkiewicz","","","","","","","","","","16","IMPERIAL","6.6250","10.1875","","0.8125","","","","","9781302965204","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781302965204","2025-05-30","IP","H6"
"","9781302965556","978130296555651499","Hawkeye: My Life As A Weapon [Marvel Premier Collection]","14.99","18.75","","","N","MARVEL PREMIER COLLECTION","1","","","TR","","Books","","","Matt Fraction (Invincible Iron Man, Sex Criminals) and David Aja (The Immortal Iron Fist, The Seeds) redefine superhero storytelling in this Eisner Award-winning modern classic that introduced Kate Bishop and inspired the hit Disney+ series.The perfect entry point into the Marvel Universe anytime, anywhere!Clint Barton, the Avenger known as Hawkeye, fights for justice &mdash; and good rooftop BBQs! And with Young Avenger Kate Bishop by his side, it&rsquo;s double the Hawkeye and double the trouble as they battle digital doomsday, dog detectives, lady problems, murder for money, tracksuited killers and more!It&rsquo;s cars, guns and videotape as Matt Fraction and David Aja (IMMORTAL IRON FIST) reunite for this exciting, adventurous reimagining of the arrowed Avenger!Plus: Relive Kate&rsquo;s first meeting with Clint as she learns wanting something can be miles away from actually earning it. And most important, Pizza Dog gets his own story! Can he solve the grisly murder that shocked Team Hawkguy? Who knows! He&rsquo;s a dog!BONUS CONTENTvariant covers, sketchbook, cover concepts, page process, color guides, David Aja&rsquo;s drawing playlistsCOLLECTING:&nbsp;Hawkeye (2012) 1-11, Young Avengers Presents (2008) 6","","2025-08-25","2025-11-04","2025-07-01","Marvel","Marvel Universe","","Once","","","","03J","One-Shot","","","280","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN004010","Comics & Graphic Novels - Crime & Mystery","FIC079000","Fiction - Disability","eng","","Rated T+","","","","","","","","","","","","0000000078261594","Matt Fraction","0000000043143571;0000000059210708;0000000426406172","David Aja;Javier Pulido;Francesco Francavilla","0000000043143571","David Aja","","","","","","","","","","22","IMPERIAL","6.0000","9.0000","","0.8125","","","","","9781302965556","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781302965556","2025-05-30","IP","H6"
"","9781302965891","978130296589154999","Spider-Gwen: Ghost-Spider Modern Era Epic Collection: Gwenom","49.99","62.50","","","N","","1","","","TR","","Books","","","A new era begins for Spider-Gwen, and with it comes her new code name - Ghost-Spider!What&rsquo;s the next evolutionary step for Gwen Stacy, Spider-Woman? Would you believe&hellip;Gwenom?! Gwen&rsquo;s life irrevocably changes as she bonds with her universe&rsquo;s version of the Venom symbiote. What does this change mean for her relationship with crime kingpin Matt Murdock? With her father? With...the Osborns?! Is any relationship in Gwen&rsquo;s life safe? And if she can somehow emerge relatively unscathed from that, Earth-65 sits on the precipice of the interdimensional calamity that is Spider-Geddon! Finding herself trapped in a parallel dimension as her friends and fellow Spiders are dying, what can Gwen do to stop the Inheritors from wreaking havoc across the Web of Life and Destiny? From out of the interdimensional chaos, she must face one of her deadliest enemies yet: the Gwen Goblin! With her life in jeopardy from all sides, is there a reason we&rsquo;re calling her Ghost-Spider?!COLLECTING:&nbsp;Spider-Gwen (2015B) 25-34, Spider-Geddon: Ghost-Spider Video Comic (2018) 1, Spider-Gwen: Ghost-Spider (2018) 1-10","","2025-08-04","2025-10-14","2025-07-01","Marvel","Marvel Universe","","Once","","","","","One-Shot","","","464","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T","","","","","","","","","","","","0000000115137024;","Jason Latour;Seanan Maguire","0000000043060303;","Robbi Rodriguez;Veronica Fish","","Bengal","","","","","","","","","","16","IMPERIAL","6.6250","10.1875","","0.8125","","","","","9781302965891","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781302965891","2025-05-30","IP","H6"
"","9781302966010","978130296601055499","X-Men Epic Collection: Wounded Wolf","54.99","68.75","","","N","","1","","","TR","","Books","","","Chris Claremont's decades-spanning run on the X-Men continues, with change in the air for Marvel's mutants!Rachel Summers lays claim to the Phoenix Force, Magneto stands trial and joins the team, Professor X departs for outer space and Cyclops becomes a father &mdash; and that&rsquo;s just the start of the X-Men&rsquo;s adventures! The Beyonder erases the New Mutants from history, the futuristic Nimrod Sentinel attacks and Mojo regresses the team to childhood! Plus: In a pair of bona-fide X-Men classics, Storm duels with Cyclops for team leadership, and Lady Deathstrike hunts Wolverine. A fan-favorite X-Men saga unfolds in Asgard as Storm and the New Mutants fall under the enchantment of Loki, and the rest of the team faces a legendary struggle to rescue them!COLLECTING:&nbsp;Uncanny X-Men (1981) 199-210, X-Men Annual (1970) 9-10, New Mutants Special Edition (1985) 1, Marvel Fanfare (1982) 33","","2025-08-04","2025-10-14","2025-07-01","Marvel","Marvel Universe","","Once","","","","","One-Shot","","","496","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T","","","","","","","","","","","","0000000119117442","Chris Claremont","0000000078266440;;","John Romita Jr.;Rick Leonardi;June Brigman","0000000078266440","John Romita Jr.","","","","","","","","","","16","IMPERIAL","6.6250","10.1875","","0.8125","","","","","9781302966010","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781302966010","2025-05-30","IP","H6"
"","9781302966102","978130296610259999","X-Factor: The Original X-Men Omnibus Vol. 2 Walter Simonson Evolutionary War Cover [DM Only]","125.00","156.25","","","N","","2","","","HC","","Books","","","The continuing adventures of the original X-Men, reunited as X-Factor! In the wake of Apocalypse's attack, X-Factor battle the Avengers, the bouncing Beast becomes blue and furry once more and the team goes public! But when Cyclops and Marvel Girl begin a search for Scott's missing son, bizarre mysteries are uncovered - and the flames of an Inferno begin to flicker! As Madelyne Pryor - now the Goblin Queen - targets infant Nathan, can X-Factor survive an onslaught of demons and keep the boy safe? What happens when the crisis reunites them with the X-Men, whom they thought were dead? And will any of them be ready when Mister Sinister strikes? Collecting X-FACTOR (1986) #27-50 and ANNUAL #3-4, X-TERMINATORS #1-4, UNCANNY X-MEN (1981) #240-243, NEW MUTANTS (1983) #76, FANTASTIC FOUR (1961) #342 and material from NEW MUTANTS ANNUAL #5 and MARVEL COMICS PRESENTS (1988) #15 and #17-24.","","2025-08-18","2026-01-27","2025-07-01","Marvel","Marvel Universe","","Once","","","","","One-Shot","","","1136","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T","","","","","","","","","","","","0000000030058351;000000010655706X","Louise Simonson;John Byrne","000000010874490X;0000000031236316","Walter Simonson;Steve Lightle","000000010874490X","Walter Simonson","","","","","","","","","","4","IMPERIAL","7.2500","10.8750","","1.2500","","","","","9781302966102","","","N","N","Y","","","","","","","","","2025-07","BBH","BBH","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781302966102","2025-05-30","IP","H6"
"","9781506738376","978150673837656999","Critical Role: Vox Machina Origins Volume IV (Deluxe Edition)","69.99","91.99","","","N","Critical Role","","","","HC","","Books","","","Vox Machina returns to investigate a strange disappearance!Hello! Is anybody home?After the disappearance of Sir Fince, Vox Machina is tasked with investigating his whereabouts. After some poking and prodding, the team is led to a mysterious basement where dark forces loom. Meanwhile, Vax and Pike face off against a vicious chimera which puts both of their fighting skills to the test, and the rest of the crew navigate an underground cavern in hopes of reuniting with the two. It&rsquo;ll take the help of an unexpected ally to guide the members of Vox Machina to their next objective&hellip;the Clasp&rsquo;s headquarters.This deluxe edition features a stunning, faux-leather cover with an intricate metallic design, along with a gallery-quality lithograph collected in a matching slipcase!The campaign continues with series IV of Critical Role: Vox Machina Origins, from the New York Times bestselling team of Jody Houser (Orphan Black, Stranger Things), Noah Hayes (The Avant-Guards), Diana Sousa (Critical Role: The Mighty Nein Origins, Mall Goth), and Ariana Maher (James Bond, Xena)!Collects Vox Machina Origins IV #1&ndash;#6.","","2025-08-04","2025-11-04","2025-07-01","Dark Horse Comics","Dark Horse Books","","","","","","0LR","","","","152","","","CGN004060","Comics & Graphic Novels - Media Tie-In","CGN004030","Comics & Graphic Novels - Fantasy - General","GAM010000","Games & Activities - Role Playing & Fantasy","eng","","Rated T+","","","","","","","","","","","","0000000459775169","Jody Houser",";0000000091728654;","Noah Hayes;Diana Sousa;Ariana Maher","","","","","","","","","","","","12","IMPERIAL","6.6250","10.1875","","1.2500","","","","","9781506738376","","","N","N","Y","","","","","","","","","2025-07","BUE","BUE","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781506738376","2024-06-19","IP","EK"
"","9781506740096","978150674009653999","Rat God","39.99","53.99","","","N","","","","","HC","","Books","","","Eisner Award Hall of Fame inductee Richard Corben&rsquo;s chilling story inspired bythe works of H. P. Lovecraft finally collected as part of the new Richard Corben hardcover library.Terrible things stalk the forests outside Arkham in this chilling original tale from comics master Richard Corben! An arrogant city slicker on a quest to uncover the background of a young woman from the backwoods finds horrors beyond imagining, combining Lovecraftian mutations with Native American legends.This volume also includes a foreword by Bram Stoker Award&ndash;winning author Caitl&iacute;n R. Kiernan (The Red Tree, The Drowning Girl) as well as both the original black and white and the color version of the long out-of-print &ldquo;The Rats in the Walls,&rdquo; a Lovecraft-penned tale adapted by Richard Corben!Collects Rat God #1&ndash;#5.","","2025-08-18","2025-11-18","2025-07-01","Dark Horse Comics","Dark Horse Books","","","","","","","","","","184","","","CGN004040","Comics & Graphic Novels - Horror","CGN016000","Comics & Graphic Novels - Occult & Supernatural","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T+","","","","","","","","","","","","","Richard Corben","","","","","","","","","","","","","","12","IMPERIAL","8.0000","11.0000","","1.2500","","","","","9781506740096","","","N","N","Y","","","","","","","","","2025-07","BBH","BBH","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781506740096","2025-05-13","IP","EK"
"","9781506742083","978150674208353499","Gunnerkrigg Court Volume 3","34.99","45.99","","","N","Gunnerkrigg Court","","","","TR","","Books","","","Tom Siddell&rsquo;s acclaimed, long-running webcomic continues in print!This paperback volume features new cover art by Siddell, updated interior art, and includes chapters 42-59 of the beloved sci-fi fantasy.As some of the chapters in Annie and Kat&rsquo;s lives come to a close, unexpected paths forward are revealed. In the wake of a shocking announcement, Annie must navigate the ins and outs of her unexpected new role as the forest medium and all the dangers and mysteries that entails: countless forest denizens that need help, moss ogres and other monsters, and Ysengrin&rsquo;s hot-headedness. When her father finally returns to Gunnerkrigg Court for good, however, Annie has trouble holding herself together. Will she make it through this school year in one piece, or will she be burned by the fiery walls she herself has put up?&nbsp;Meanwhile, with the help of the robots, Kat is carving out the secrets of the anonymous love letter she received. Initially believing the sender to be the robot Bobby, she is instead shocked to discover who the actual sender is&mdash;and even more surprised to realize something about herself. With a happy, optimistic outlook and a new partner at her side, Kat continues her research with aplomb&hellip;until a fun summer trip is crashed by a group of zealous robots.&nbsp;&nbsp;Amidst all of this, the girls say goodbye to a dear friend, learn more about the relationship between the Court and the Forest, and prepare for a visit to the Annan Waters that they will never forget.","","2025-08-11","2025-11-11","2025-07-01","Dark Horse Comics","Dark Horse Books","","","","","","0M2","","","","584","","","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN004030","Comics & Graphic Novels - Fantasy - General","CGN024000","Comics & Graphic Novels - Coming of Age","eng","","All Ages","","","","","","","","","","","","","Tom Siddell","","","","","","","","","","","","","","24","IMPERIAL","6.6250","10.1875","","0.8125","","","","","9781506742083","","","N","N","Y","","","","","","CU,IR,KP,SD,SY","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781506742083","2025-06-11","IP","EK"
"","9781506748870","978150674887054999","Jupiter's Legacy Library Edition Volume 2","49.99","65.99","","","N","Jupiter's Legacy","","","","HC","","Books","","","Mark Millar and Frank Quitely&rsquo;s comic-book masterpiece, a vast epic covering three generations of superheroes from the early 20th Century to the far future.During the depths of the Great Depression, a mysterious island sent out a call to seven good-hearted people. They returned with fantastic powers and helped the United States through World War 2, The Cold War, and countless crises. They were beloved by all mankind, but their children were a different breed entirely.Rich, spoiled and growing up in the Hollywood hills without their parents&rsquo; sense of duty, they grew tired of mankind&rsquo;s ways and decided to murder their parents, take over the world and impose their ideas on a human race they regard as weak and stupid. Brandon Sampson, the son of the two most powerful superheroes who ever lived is their leader, a callow narcissist who always felt in his father&rsquo;s shadow. But his sister Chloe refused to buckle and now leads the resistance movement against the superheroes. She and her super-villain boyfriend are recruiting all the old crooks they drove into hiding with a plan to rescue the world from the people born to save it.For mature audiences. Collects Jupiter's Legacy (2015) 1 and 2.","","2025-08-11","2025-11-11","2025-07-01","Dark Horse Comics","Dark Horse Books","","","","","","EU0","","","","280","","","CGN004060","Comics & Graphic Novels - Media Tie-In","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN017000","Comics & Graphic Novels - Supervillains","eng","","Mature","","","","","","","","","","","","0000000109178591","Mark Millar","0000000109688006","Frank Quitely","","","","","","","","","","","","12","IMPERIAL","8.0000","12.1875","","1.2500","","","","","9781506748870","","","N","N","Y","","","","","","","","","2025-07","BBH","BBH","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781506748870","2024-11-11","IP","EK"
"","9781506751306","978150675130655499","Heroes of Might and Magic: 30th Anniversary Retrospective","54.99","72.99","","","N","","","","","HC","","Books","","","Join in on an informative, exciting, and whimsical oversized full-color hardcover volume chronicling thirty years of the beloved fantasy strategy franchise, Heroes of Might and Magic!When New World Computing released the original Heroes of Might and Magic in 1995, players were elated to take control of bold heroes who led vast armies composed of creatures from modest peasants to fearsome Black Dragons. In the decades that followed, the games have only become more ambitious, featuring thrilling narratives, unforgettable art, and iconic gameplay. Now, readers can learn the secrets behind the development of each main game in the definitive turn-based strategy series through never-before seen art, documentation, and interviews with key members of the creative teams.The Heroes of Might and Magic: 30th Anniversary Retrospective takes fans of fantasy, turn-based strategy, and nostalgic gaming on an expansive expedition down the heroes&rsquo; path and beyond. Explore the storied history of one of gaming&rsquo;s most fondly remembered series!","","2025-08-25","2025-11-25","2025-07-01","Dark Horse Comics","Dark Horse Books","","","","","","","","","","192","","","GAM013000","Games & Activities - Video & Mobile","ART064000","Art - Video Game Art","ART050060","Art - Subjects & Themes - Science Fiction & Fantasy","eng","","Rated T","","","","","","","","","","","","","Neal Hallford","","","","","","","","","","","","","","12","IMPERIAL","9.0000","12.0000","","1.2500","","","","","9781506751306","","","N","N","Y","","","","","","AF,AG,AI,AL,AO,AQ,AW,AX,AZ,BA,BB,BD,BI,BL,BM,BN,BQ,BS,BT,BV,BW,BY,CC,CF,CK,CU,CV,CW,CX,CZ,DK,DM,DO,EE,EH,ER,ET,FI,FJ,FK,FM,FO,GD,GF,GG,GI,GL,GM,GP,GQ,GS,GT,GW,HK,HM,HN,HR,HT,IM,IO,IQ,IR,IS,JE,JM,KE,KG,KI,KN,KP,KY,KZ,LC,LI,LR,LS,LT,LU,LV,LY,MC,MD,ME,MF,MH,MK,ML,MN,MO,MQ,MR,MS,MT,MV,MW,MZ,NA,NC,NF,NG,NI,NO,NR,NU,PA,PE,PF,PG,PK,PL,PM,PN,PW,RE,RO,RS,RU,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TF,TJ,TK,TL,TM,TO,TT,TV,TZ,UA,UG,UY,UZ,VA,VC,VE,VG,VU,WF,WS,YE,YT,ZA,ZM,ZW","","","2025-07","BBH","BBH","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781506751306","2025-03-19","IP","EK"
"","9781646094004","978164609400451299","Bride of the Death God 01","12.99","17.99","","","N","Bride of the Death God","1","","","TR","","Books","","","The story of a death god who was welcomed for the first time and a young woman no longer welcome in her own world&mdash;a&nbsp;tale of love that even death cannot part.When a death god appears before Aibi, a girl suffering from an incurable disease, he expects her to cry and beg for her life like all the other humans he&rsquo;s brought to the afterlife. But she simply smiles and thanks him for coming to her. After a lifetime of suffering&mdash;and with only seven days left to live&mdash;will Aibi finally find happiness in the arms of a reaper?This is the story of a death god who was welcomed for the first time and a young woman no longer welcome in her own world&mdash;a tale of love that even death cannot part.","","2025-08-11","2025-09-09","2025-07-01","Square Enix","Square Enix Manga","","","","","","18F","","","","224","","","CGN004050","Comics & Graphic Novels - East Asian Style - Manga - General","CGN004090","Comics & Graphic Novels - Romance","CGN016000","Comics & Graphic Novels - Occult & Supernatural","eng","","Rated T","","","","","","","","","","","","","Hako Ichiiro","","","","","","","","","","","","","","24","IMPERIAL","5.0000","7.1250","0.6875","0.4763","","","","","9781646094004","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781646094004","2025-05-28","IP","FY"
"","9781646094141","978164609414151699","Mechanical Buddy Universe","16.99","22.99","","","N","Mechanical Buddy Universe","","","","TR","","Books","","","A collection of heartwarming sci-fi stories that took social media by storm!An android that has completed its original mission. A baby that was abandoned in a war-torn city. In this futuristic dystopia, the two meet on a rainy day. Thus, the machine and the human become mother and child&hellip;","","2025-08-11","2025-09-09","2025-07-01","Square Enix","Square Enix Manga","","","","","","18I","","","","320","","","CGN004050","Comics & Graphic Novels - East Asian Style - Manga - General","CGN004070","Comics & Graphic Novels - Science Fiction - General","CGN014000","Comics & Graphic Novels - Humorous","eng","","Rated T+","","","","","","","","","","","","","Takuji Kato","","","","","","","","","","","","","","24","IMPERIAL","5.7500","8.2500","9.4063","0.8744","","","","","9781646094141","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781646094141","2025-04-07","IP","FY"
"","9781646519873","978164651987351299","Blue Lock 22","12.99","17.99","","","N","Blue Lock","22","","","TR","WM","Books","","","A mad young coach gathers soccer players from across the country to compete in a series of bizarre challenges in a high-tech colosseum he calls Blue Lock. It's a no-balls-barred battle to become Japan's next top striker, in this Squid Game&ndash;meets&ndash;World Cup manga, now available in print!   Anime airing now!COULD YOU REKINDLE YOUR DREAM?Manshine City's early lead evaporated following two goals from Kaiser and Kunigami. Meanwhile, Isagi discovered a new ""golden formula"" by combining Kaiser's ""meta vision"" with his direct shots. The question is, can he translate that into his own goal and finally get revenge on Kaiser? On the other side of the pitch, Nagi approaches Reo with an unexpected proposition. Can the on-again, off-again friends join forces to defeat Isagi and Bastard M&uuml;nchen?","","2025-08-18","2025-09-16","2025-07-01","Kodansha Comics","Kodansha Comics","","","","","","LUF","","","","208","","","CGN004050","Comics & Graphic Novels - East Asian Style - Manga - General","CGN004200","Comics & Graphic Novels - Sports","CGN004060","Comics & Graphic Novels - Media Tie-In","eng","","Rated T+","","","","","","","","","","","","0000000428538902","Muneyuki Kaneshiro","","Yusuke Nomura","","","","","","","","","","","","24","IMPERIAL","5.7500","8.1875","0.6250","0.5800","","","","","9781646519873","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781646519873","2025-03-18","IP","EA"
"","9781799502890","978179950289050999","Y: The Last Man: Unmanned: DC Compact Comics Edition","9.99","13.50","","","N","DC COMPACT COMICS","","","","TR","","Books","","","The story of the last man on Earth and his quest to find love, hope, and answers in a world turned upside down.In a single moment, the world&rsquo;s men are wiped out by a mysterious plague, leaving only women behind&mdash;except for one. Yorick Brown, an unassuming escape artist, and his pet monkey Ampersand become the focus of humanity&rsquo;s hopes and fears as they embark on a perilous journey to uncover why they&rsquo;ve survived.Yorick&rsquo;s quest to find his girlfriend and discover the truth of the plague leads him into a radically transformed world full of political intrigue, desperate alliances, and terrifying dangers. Can Yorick navigate this new society while holding on to his humanity, or will the weight of being the last man standing crush him?This volume collects Y: The Last Man #1-10.","","2025-08-04","2025-10-21","2025-07-01","DC Comics","DC Comics","","","","","","0EW","","","","248","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN018000","Comics & Graphic Novels - Action & Adventure","CGN004070","Comics & Graphic Novels - Science Fiction - General","eng","","","","","","","","","","","","","","0000000108770905","Brian K. Vaughan","0000000108871212;0000000355155037","Pia Guerra;Jose Marzan Jr.","","","","","","","","","","","","24","IMPERIAL","5.5000","8.5000","","0.8125","","","","","9781799502890","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781799502890","2025-06-04","IP","DU"
"","9781799503071","978179950307151699","Teen Titans: Together (Connecting Cover)","16.99","22.99","","","N","","","","","TR","","Books","","","The highly anticipated team-up is finally here!H.I.V.E. has been experimenting on teens with super-human abilities, and Kori Anders was next on their list. Dick Grayson, Raven Roth, Garfield Logan, Max Navarro, and Damian Wayne got to Los Angeles to save her before Slade Wilson found her, but should she trust these strangers? After all, they&rsquo;ve accused her mom&rsquo;s fianc&eacute; of abduction, experimentation, and torture! And Kori&rsquo;s new friend, Victor Stone, has a summer internship designing next-level prosthetics in Edge Labs, a company funding H.I.V.E.&nbsp;To make matters worse, Kori&rsquo;s sister, Kira, is working with the organization and singing their praises. H.I.V.E. has a plan for taking down Raven&rsquo;s demon father, Trigon. They&rsquo;ve got a plan for training the next generation of superheroes. They&rsquo;ve got plans for everything.&nbsp;Lines blur as the teens struggle to decide what to do. H.I.V.E. might be their greatest ally&hellip;but at what cost? Can the Teen Titans pull together a plan before they fall apart?&nbsp;Join #1 New York Times bestselling author KAMI GARCIA (Beautiful Creatures) and artist GABRIEL PICOLO, the creative duo behind the New York Times bestselling TEEN TITANS graphic novel series, for the ultimate showdown!","","2025-08-04","2025-11-04","2025-07-01","DC Comics","DC Comics","","","","","","","","","","208","","","YAF010040","Young Adult Fiction - Comics & Graphic Novels - Superheroes","YAF010070","Young Adult Fiction - Comics & Graphic Novels - Coming of Age","YAF010050","Young Adult Fiction - Comics & Graphic Novels - Action & Adventure","eng","1317","","","","","","","","","","","","","0000000120221554","Kami Garcia","0000000501655276","Gabriel Picolo","","","","","","","","","","","","24","IMPERIAL","6.0000","9.0000","","0.8125","","","","","9781799503071","","","N","N","Y","","","","","","","","","2025-07","BEN","BEN","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781799503071","2025-04-28","IP","DU"
"","9781799505501","978179950550151799","Zatanna","17.99","23.99","","","N","","","","","TR","","Books","","","The Mistress of Magic is back! Zatanna Zatara is going on tour, but her enemies may have different plans for her stage shows. Join all-star writer/artist Jamal Campbell as he ushers Zatanna into a brand-new era!Zatanna is going back on tour&mdash;or, at least, she&rsquo;s trying to! Before her show can even begin, she&rsquo;s found herself under attack by a strange new threat! The White Lady, a ghostly new adversary, has abducted her crew, forcing Zatanna to dive head-first into a world of tricks, curses, and&hellip;magical swords?!Writer/artist Jamal Campbell spearheads Zatanna&rsquo;s new era, guiding the Mistress of Magic through her most deadly, action-packed story yet!Collects Zatanna #1-6.","","2025-08-04","2025-11-04","2025-07-01","DC Comics","DC Comics","","","","","","","","","","152","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN018000","Comics & Graphic Novels - Action & Adventure","CGN004030","Comics & Graphic Novels - Fantasy - General","eng","","Rated T","","","","","","","","","","","","0000000479770429","Jamal Campbell","0000000479770429","Jamal Campbell","","","","","","","","","","","","24","IMPERIAL","6.6250","10.1875","","0.8125","","","","","9781799505501","","","N","N","Y","","","","","","","","","2025-07","BCV","BCV","N","","","","","https://images.penguinrandomhouse.com/cover/d/9781799505501","2024-11-06","IP","DU"
